"","id","word","n"
"52842","310-3627","witch",1
"52843","310-3633","clinton",1
"52844","310-3633","harassment",1
"52845","310-3640","meto",1
"52846","310-3643","meto",1
"52847","310-3644","f4",1
"52848","310-3649","anthem",1
"52849","310-3649","generation's",1
"52850","310-3649","girls",1
"52851","310-3649","girls_can_do_anything",1
"52852","310-3649","korea's",1
"52853","310-3649","movement",1
"52854","310-3649","world",1
"52855","310-3650","campaign",1
"52856","310-3650","entertainment",1
"52857","310-3650","erupted",1
"52858","310-3650","ice",1
"52859","310-3650","industry",1
"52860","310-3650","korea's",1
"52861","310-3650","mountain",1
"52862","310-3650","recently",1
"52863","310-3650","shocking",1
"52864","310-3652","meto",1
"52865","310-3654","clinton",1
"52866","310-3654","harassment",1
"52867","310-3662","sistar",1
"52868","310-3664","sistar",1
"52869","310-3668","clinton",1
"52870","310-3668","harassment",1
"52871","310-3669","ewha",1
"52872","310-3669","itnw",1
"52873","310-3669","lgbt",1
"52874","310-3669","snsd",1
"52875","310-3669","uni",1
"52876","310-3669","women",1
"52877","310-3672","meto",1
"52878","310-3679","sistar",1
"52879","310-3684","admits",1
"52880","310-3684","assault",1
"52881","310-3684","clinton",1
"52882","310-3684","denies",1
"52883","310-3684","forward",1
"52884","310-3684","pays",1
"52885","310-3684","tape",1
"52886","310-3684","wh",1
"52887","310-3685","admits",1
"52888","310-3685","assault",1
"52889","310-3685","clinton",1
"52890","310-3685","denies",1
"52891","310-3685","forward",1
"52892","310-3685","pays",1
"52893","310-3685","tape",1
"52894","310-3685","wh",1
"52895","310-3687","sistar",1
"52896","310-3688","clinton",1
"52897","310-3688","harassment",1
"52898","310-3689","vcr2017",1
"52899","310-3691","jominki",1
"52900","310-3691","lover",1
"52901","310-3691","moon",1
"52902","310-3692","admits",1
"52903","310-3692","assault",1
"52904","310-3692","clinton",1
"52905","310-3692","denies",1
"52906","310-3692","forward",1
"52907","310-3692","pays",1
"52908","310-3692","tape",1
"52909","310-3692","wh",1
"52910","310-3693","admits",1
"52911","310-3693","assault",1
"52912","310-3693","clinton",1
"52913","310-3693","denies",1
"52914","310-3693","forward",1
"52915","310-3693","pays",1
"52916","310-3693","tape",1
"52917","310-3693","wh",1
"52918","310-3695","sistar",1
"52919","310-3698","admits",1
"52920","310-3698","assault",1
"52921","310-3698","clinton",1
"52922","310-3698","denies",1
"52923","310-3698","forward",1
"52924","310-3698","pays",1
"52925","310-3698","tape",1
"52926","310-3698","wh",1
"52927","310-3699","admits",1
"52928","310-3699","assault",1
"52929","310-3699","clinton",1
"52930","310-3699","denies",1
"52931","310-3699","forward",1
"52932","310-3699","pays",1
"52933","310-3699","tape",1
"52934","310-3699","wh",1
"52935","310-3704","vcr2017",1
"52936","310-3706","vcr2017",1
"52937","310-3708","campaign",1
"52938","310-3708","entertainment",1
"52939","310-3708","erupted",1
"52940","310-3708","ice",1
"52941","310-3708","industry",1
"52942","310-3708","korea's",1
"52943","310-3708","mountain",1
"52944","310-3708","recently",1
"52945","310-3708","shocking",1
"52946","310-3709","clinton",1
"52947","310-3709","harassment",1
"52948","310-371","vcr2017",1
"52949","310-3710","vcr2017",1
"52950","310-3711","anthem",1
"52951","310-3711","generation's",1
"52952","310-3711","girls",1
"52953","310-3711","girls_can_do_anything",1
"52954","310-3711","korea's",1
"52955","310-3711","movement",1
"52956","310-3711","world",1
"52957","310-3716","vcr2017",1
"52958","310-3717","challenge",1
"52959","310-3717","glad",1
"52960","310-3717","movement",1
"52961","310-3717","remind",1
"52962","310-3717","requiring",1
"52963","310-3717","response",1
"52964","310-3717","safe",1
"52965","310-3717","thisisnotworking",1
"52966","310-3717","u.s",1
"52967","310-3717","women",1
"52968","310-3717","workplace",1
"52969","310-3718","challenge",1
"52970","310-3718","glad",1
"52971","310-3718","global",1
"52972","310-3718","movement",1
"52973","310-3718","remind",1
"52974","310-3718","requir",1
"52975","310-3718","u.s",1
"52976","310-3719","challenge",1
"52977","310-3719","glad",1
"52978","310-3719","movement",1
"52979","310-3719","remind",1
"52980","310-3719","requiring",1
"52981","310-3719","response",1
"52982","310-3719","safe",1
"52983","310-3719","thisisnotworking",1
"52984","310-3719","u.s",1
"52985","310-3719","women",1
"52986","310-3719","workplace",1
"52987","310-3720","challenge",1
"52988","310-3720","glad",1
"52989","310-3720","global",1
"52990","310-3720","movement",1
"52991","310-3720","remind",1
"52992","310-3720","requir",1
"52993","310-3720","u.s",1
"52994","310-3721","challenge",1
"52995","310-3721","glad",1
"52996","310-3721","global",1
"52997","310-3721","movement",1
"52998","310-3721","remind",1
"52999","310-3721","requir",1
"53000","310-3721","u.s",1
"53001","310-3724","clinton",1
"53002","310-3724","harassment",1
"53003","310-373","clinton",1
"53004","310-373","harassment",1
"53005","310-3730","sistar",1
"53006","310-3737","sistar",1
"53007","310-374","sistar",1
"53008","310-3741","continue",1
"53009","310-3741","rally",1
"53010","310-3741","speak",1
"53011","310-3741","survivors",1
"53012","310-3741","urged",1
"53013","310-3744","apology",1
"53014","310-3744","boycottabc",1
"53015","310-3744","corporate",1
"53016","310-3744","fire",1
"53017","310-3744","hold",1
"53018","310-3744","joybehar",1
"53019","310-3744","offended",1
"53020","310-3744","water",1
"53021","310-3745","apology",1
"53022","310-3745","boycottabc",1
"53023","310-3745","corporate",1
"53024","310-3745","fire",1
"53025","310-3745","hold",1
"53026","310-3745","joybehar",1
"53027","310-3745","offended",1
"53028","310-3745","water",1
"53029","310-3746","apology",1
"53030","310-3746","boycottabc",1
"53031","310-3746","corporate",1
"53032","310-3746","fire",1
"53033","310-3746","hold",1
"53034","310-3746","joybehar",1
"53035","310-3746","offended",1
"53036","310-3746","water",1
"53037","310-3747","apology",1
"53038","310-3747","boycottabc",1
"53039","310-3747","corporate",1
"53040","310-3747","fire",1
"53041","310-3747","hold",1
"53042","310-3747","joybehar",1
"53043","310-3747","offended",1
"53044","310-3747","water",1
"53045","310-375","anthem",1
"53046","310-375","generation's",1
"53047","310-375","girls",1
"53048","310-375","girls_can_do_anything",1
"53049","310-375","korea's",1
"53050","310-375","movement",1
"53051","310-375","world",1
"53052","310-3750","americans",1
"53053","310-3750","behalf",1
"53054","310-3750","jimmy",1
"53055","310-3750","kimmel",1
"53056","310-3750","lecturing",1
"53057","310-3750","leftist",1
"53058","310-3750","movement",1
"53059","310-3750","nights",1
"53060","310-3750","signaling",1
"53061","310-3750","spends",1
"53062","310-3750","tv",1
"53063","310-3750","virtue",1
"53064","310-3751","110",1
"53065","310-3751","abduction",1
"53066","310-3751","applied",1
"53067","310-3751","bokoharam",1
"53068","310-3751","bringourgirlsback",1
"53069","310-3751","feb",1
"53070","310-3751","girls",1
"53071","310-3751","lane_rys18",1
"53072","310-3751","timesup",1
"53073","310-3751","vigilance",1
"53074","310-3752","110",1
"53075","310-3752","abduction",1
"53076","310-3752","applied",1
"53077","310-3752","bokoharam",1
"53078","310-3752","bringourgirlsback",1
"53079","310-3752","feb",1
"53080","310-3752","girls",1
"53081","310-3752","timesup",1
"53082","310-3752","vigilance",1
"53083","310-3753","sistar",1
"53084","310-3754","clinton",1
"53085","310-3754","harassment",1
"53086","310-3755","sistar",1
"53087","310-3758","crews",1
"53088","310-3758","evaluatio",1
"53089","310-3758","mental",1
"53090","310-3758","movement",1
"53091","310-3758","requested",1
"53092","310-3758","speak",1
"53093","310-3758","straight",1
"53094","310-3758","terry",1
"53095","310-3758","undergo",1
"53096","310-376","withyou",1
"53097","310-3761","hell",1
"53098","310-3761","justice",1
"53099","310-3761","katyperry",1
"53100","310-3762","clinton",1
"53101","310-3762","harassment",1
"53102","310-3766","girls",1
"53103","310-3767","admits",1
"53104","310-3767","assault",1
"53105","310-3767","clinton",1
"53106","310-3767","denies",1
"53107","310-3767","forward",1
"53108","310-3767","pays",1
"53109","310-3767","tape",1
"53110","310-3767","wh",1
"53111","310-3768","admits",1
"53112","310-3768","assault",1
"53113","310-3768","clinton",1
"53114","310-3768","denies",1
"53115","310-3768","forward",1
"53116","310-3768","pays",1
"53117","310-3768","tape",1
"53118","310-3768","wh",1
"53119","310-377","withyou",1
"53120","310-3770","cat",1
"53121","310-3770","clinton",1
"53122","310-3770","contra",1
"53123","310-3770","dels",1
"53124","310-3770","desconeguts",1
"53125","310-3770","dones",1
"53126","310-3770","l'assetjament",1
"53127","310-3770","laboral",1
"53128","310-3770","ncia",1
"53129","310-3770","passa",1
"53130","310-3770","qu",1
"53131","310-3770","territoris",1
"53132","310-3770","viol",1
"53133","310-3775","sistar",1
"53134","310-3778","anymore",1
"53135","310-3778","blinks",1
"53136","310-3778","credibility",1
"53137","310-3778","cried",1
"53138","310-3778","fascism",1
"53139","310-3778","lost",1
"53140","310-3778","racism",1
"53141","310-3778","times",1
"53142","310-3778","wolf",1
"53143","310-3779","anymore",1
"53144","310-3779","blinks",1
"53145","310-3779","cried",1
"53146","310-3779","racism",1
"53147","310-3779","times",1
"53148","310-3779","wolf",1
"53149","310-378","amber",1
"53150","310-378","customer",1
"53151","310-378","home",1
"53152","310-378","hospo",1
"53153","310-378","knife",1
"53154","310-378","threatened",1
"53155","310-378","worker",1
"53156","310-3780","anymore",1
"53157","310-3780","blinks",1
"53158","310-3780","cried",1
"53159","310-3780","racism",1
"53160","310-3780","times",1
"53161","310-3780","wolf",1
"53162","310-3782","amazing",1
"53163","310-3782","korea",1
"53164","310-3782","movement",1
"53165","310-3782","snsd",1
"53166","310-3782","south",1
"53167","310-3782","world",1
"53168","310-3784","accused",1
"53169","310-3784","clinton",1
"53170","310-3784","david",1
"53171","310-3784","dunwoody",1
"53172","310-3784","harassme",1
"53173","310-3784","powerful",1
"53174","310-3784","raised",1
"53175","310-3784","republican",1
"53176","310-3784","senator",1
"53177","310-3784","shafer",1
"53178","310-3785","alberta",1
"53179","310-3785","held",1
"53180","310-3785","legislature",1
"53181","310-3785","marchonyeg",1
"53182","310-3785","met",1
"53183","310-3785","movement",1
"53184","310-3785","rally",1
"53185","310-3785","support",1
"53186","310-3785","wmwyeg",1
"53187","310-3785","yeg",1
"53188","310-3785","yegwomen",1
"53189","310-3787","court",1
"53190","310-3787","witch",1
"53191","310-3788","anthem",1
"53192","310-3788","generation's",1
"53193","310-3788","girls",1
"53194","310-3788","girls_can_do_anything",1
"53195","310-3788","korea's",1
"53196","310-3788","movement",1
"53197","310-3788","world",1
"53198","310-3789","jominki",1
"53199","310-3799","sistar",1
"53200","310-3804","withyou",1
"53201","310-3808","sistar",1
"53202","310-3810","clinton",1
"53203","310-3810","david",1
"53204","310-3810","gagop",1
"53205","310-3810","gapol",1
"53206","310-3810","harassing",1
"53207","310-3810","harassment",1
"53208","310-3810","powerful",1
"53209","310-3810","raised",1
"53210","310-3810","republican",1
"53211","310-3810","senator",1
"53212","310-3810","uga",1
"53213","310-3811","accused",1
"53214","310-3811","clinton",1
"53215","310-3811","david",1
"53216","310-3811","dunwoody",1
"53217","310-3811","harassme",1
"53218","310-3811","powerful",1
"53219","310-3811","raised",1
"53220","310-3811","republican",1
"53221","310-3811","senator",1
"53222","310-3811","shafer",1
"53223","310-3812","accused",1
"53224","310-3812","clinton",1
"53225","310-3812","david",1
"53226","310-3812","dunwoody",1
"53227","310-3812","harassme",1
"53228","310-3812","powerful",1
"53229","310-3812","raised",1
"53230","310-3812","republican",1
"53231","310-3812","senator",1
"53232","310-3812","shafer",1
"53233","310-382","episode",1
"53234","310-382","heard",1
"53235","310-382","hosted",1
"53236","310-382","nonstop",1
"53237","310-382","sin",1
"53238","310-382","thinking",1
"53239","310-382","week",1
"53240","310-3823","apology",1
"53241","310-3823","boycottabc",1
"53242","310-3823","corporate",1
"53243","310-3823","fire",1
"53244","310-3823","hold",1
"53245","310-3823","joybehar",1
"53246","310-3823","offended",1
"53247","310-3823","water",1
"53248","310-3824","apology",1
"53249","310-3824","boycottabc",1
"53250","310-3824","corporate",1
"53251","310-3824","fire",1
"53252","310-3824","hold",1
"53253","310-3824","joybehar",1
"53254","310-3824","offended",1
"53255","310-3824","water",1
"53256","310-3825","apology",1
"53257","310-3825","boycottabc",1
"53258","310-3825","corporate",1
"53259","310-3825","fire",1
"53260","310-3825","hold",1
"53261","310-3825","joybehar",1
"53262","310-3825","offended",1
"53263","310-3825","water",1
"53264","310-3826","apology",1
"53265","310-3826","boycottabc",1
"53266","310-3826","corporate",1
"53267","310-3826","fire",1
"53268","310-3826","hold",1
"53269","310-3826","joybehar",1
"53270","310-3826","offended",1
"53271","310-3826","water",1
"53272","310-383","episode",1
"53273","310-383","heard",1
"53274","310-383","hosted",1
"53275","310-383","nonstop",1
"53276","310-383","sin",1
"53277","310-383","thinking",1
"53278","310-383","week",1
"53279","310-3830","ewha",1
"53280","310-3830","itnw",1
"53281","310-3830","lgbt",1
"53282","310-3830","snsd",1
"53283","310-3830","uni",1
"53284","310-3830","women",1
"53285","310-3831","adult",1
"53286","310-3831","assault",1
"53287","310-3831","clinton",1
"53288","310-3831","experienced",1
"53289","310-3831","harassment",1
"53290","310-3831","performers",1
"53291","310-3831","stand",1
"53292","310-3831","ve",1
"53293","310-3835","sistar",1
"53294","310-3837","clinton",1
"53295","310-3837","harassment",1
"53296","310-3839","girls",1
"53297","310-384","episode",1
"53298","310-384","heard",1
"53299","310-384","hosted",1
"53300","310-384","nonstop",1
"53301","310-384","sin",1
"53302","310-384","thinking",1
"53303","310-384","week",1
"53304","310-3842","sistar",1
"53305","310-3849","f4",1
"53306","310-3852","withyou",1
"53307","310-386","wetoo",1
"53308","310-386","wetoojapan",1
"53309","310-3860","clinton",1
"53310","310-3860","harassment",1
"53311","310-3862","aka",1
"53312","310-3862","anthem",1
"53313","310-3862","impeachment",1
"53314","310-3862","korean",1
"53315","310-3862","korean's",1
"53316","310-3862","national",1
"53317","310-3862","protest",1
"53318","310-3862","snsd's",1
"53319","310-3862","students",1
"53320","310-3862","world",1
"53321","310-3868","campaign",1
"53322","310-3868","entertainment",1
"53323","310-3868","erupted",1
"53324","310-3868","ice",1
"53325","310-3868","industry",1
"53326","310-3868","korea's",1
"53327","310-3868","mountain",1
"53328","310-3868","recently",1
"53329","310-3868","shocking",1
"53330","310-3869","vcr2017",1
"53331","310-387","_3_9",1
"53332","310-387","wetoo",1
"53333","310-387","wetoojapan",1
"53334","310-3870","53",1
"53335","310-3874","ewha",1
"53336","310-3874","itnw",1
"53337","310-3874","lgbt",1
"53338","310-3874","snsd",1
"53339","310-3874","uni",1
"53340","310-3874","women",1
"53341","310-3878","campaign",1
"53342","310-3878","entertainment",1
"53343","310-3878","erupted",1
"53344","310-3878","ice",1
"53345","310-3878","industry",1
"53346","310-3878","korea's",1
"53347","310-3878","mountain",1
"53348","310-3878","recently",1
"53349","310-3878","shocking",1
"53350","310-3879","vcr2017",1
"53351","310-3882","court",1
"53352","310-3882","witch",1
"53353","310-3883","admits",1
"53354","310-3883","assault",1
"53355","310-3883","clinton",1
"53356","310-3883","denies",1
"53357","310-3883","forward",1
"53358","310-3883","pays",1
"53359","310-3883","tape",1
"53360","310-3883","wh",1
"53361","310-3884","admits",1
"53362","310-3884","assault",1
"53363","310-3884","clinton",1
"53364","310-3884","denies",1
"53365","310-3884","forward",1
"53366","310-3884","pays",1
"53367","310-3884","tape",1
"53368","310-3884","wh",1
"53369","310-3885","admits",1
"53370","310-3885","assault",1
"53371","310-3885","clinton",1
"53372","310-3885","denies",1
"53373","310-3885","forward",1
"53374","310-3885","pays",1
"53375","310-3885","tape",1
"53376","310-3885","wh",1
"53377","310-3886","admits",1
"53378","310-3886","assault",1
"53379","310-3886","clinton",1
"53380","310-3886","denies",1
"53381","310-3886","forward",1
"53382","310-3886","pays",1
"53383","310-3886","tape",1
"53384","310-3886","wh",1
"53385","310-3888","conservative",1
"53386","310-3888","crushing",1
"53387","310-3888","dreary",1
"53388","310-3888","feminazis",1
"53389","310-3888","internationalwomensday2018",1
"53390","310-3888","maga",1
"53391","310-3888","powerful",1
"53392","310-3888","screw",1
"53393","310-3888","standing",1
"53394","310-3888","strong",1
"53395","310-3888","thighs",1
"53396","310-3888","western",1
"53397","310-3888","women",1
"53398","310-3889","conservative",1
"53399","310-3889","crushing",1
"53400","310-3889","dreary",1
"53401","310-3889","feminazis",1
"53402","310-3889","mag",1
"53403","310-3889","powerful",1
"53404","310-3889","screw",1
"53405","310-3889","standing",1
"53406","310-3889","strong",1
"53407","310-3889","thighs",1
"53408","310-3889","western",1
"53409","310-3889","women",1
"53410","310-3890","absolut",1
"53411","310-3890","arg",1
"53412","310-3890","det",1
"53413","310-3890","din",1
"53414","310-3890","feminismen",1
"53415","310-3890","hand",1
"53416","310-3890","har",1
"53417","310-3890","kille",1
"53418","310-3890","krogen",1
"53419","310-3890","nad",1
"53420","310-3890","ngt",1
"53421","310-3890","random",1
"53422","310-3890","relsen",1
"53423","310-3890","rv",1
"53424","310-3890","sedan",1
"53425","310-3890","sitt",1
"53426","310-3890","skrev",1
"53427","310-3890","som",1
"53428","310-3890","tar",1
"53429","310-3890","till",1
"53430","310-3890","tjej",1
"53431","310-3890","tt",1
"53432","310-3890","ut",1
"53433","310-3893","campaign",1
"53434","310-3893","entertainment",1
"53435","310-3893","erupted",1
"53436","310-3893","ice",1
"53437","310-3893","industry",1
"53438","310-3893","korea's",1
"53439","310-3893","mountain",1
"53440","310-3893","recently",1
"53441","310-3893","shocking",1
"53442","310-390","admits",1
"53443","310-390","assault",1
"53444","310-390","clinton",1
"53445","310-390","denies",1
"53446","310-390","forward",1
"53447","310-390","pays",1
"53448","310-390","tape",1
"53449","310-390","wh",1
"53450","310-3900","20_",1
"53451","310-3901","adult",1
"53452","310-3901","assault",1
"53453","310-3901","clinton",1
"53454","310-3901","experienced",1
"53455","310-3901","harassment",1
"53456","310-3901","performers",1
"53457","310-3901","stand",1
"53458","310-3901","ve",1
"53459","310-3903","adult",1
"53460","310-3903","assault",1
"53461","310-3903","clinton",1
"53462","310-3903","experienced",1
"53463","310-3903","harassment",1
"53464","310-3903","performers",1
"53465","310-3903","stand",1
"53466","310-3903","ve",1
"53467","310-3907","withyou",1
"53468","310-391","admits",1
"53469","310-391","assault",1
"53470","310-391","clinton",1
"53471","310-391","denies",1
"53472","310-391","forward",1
"53473","310-391","pays",1
"53474","310-391","tape",1
"53475","310-391","wh",1
"53476","310-3911","anthem",1
"53477","310-3911","generation's",1
"53478","310-3911","girls",1
"53479","310-3911","girls_can_do_anything",1
"53480","310-3911","korea's",1
"53481","310-3911","movement",1
"53482","310-3911","world",1
"53483","310-3913","30pm",1
"53484","310-3913","america",1
"53485","310-3913","class",1
"53486","310-3913","get'em",1
"53487","310-3913","gobonobos",1
"53488","310-3913","love",1
"53489","310-3913","pst",1
"53490","310-3913","service",1
"53491","310-3913","story",1
"53492","310-3913","support",1
"53493","310-3913","tonite",1
"53494","310-3913","tribute",1
"53495","310-3913","wit",1
"53496","310-3913","womenshistorymonth",1
"53497","310-3920","sistar",1
"53498","310-3922","jominki",1
"53499","310-3922","lover",1
"53500","310-3922","moon",1
"53501","310-3924","sistar",1
"53502","310-3926","anthem",1
"53503","310-3926","generation's",1
"53504","310-3926","girls",1
"53505","310-3926","girls_can_do_anything",1
"53506","310-3926","korea's",1
"53507","310-3926","movement",1
"53508","310-3926","world",1
"53509","310-3927","100s",1
"53510","310-3927","britain",1
"53511","310-3927","child",1
"53512","310-3927","exposed",1
"53513","310-3927","girls",1
"53514","310-3927","grooming",1
"53515","310-3927","scandal",1
"53516","310-3927","sex",1
"53517","310-3927","sold",1
"53518","310-3927","uk's",1
"53519","310-3927","worst",1
"53520","310-3928","brains",1
"53521","310-3928","don",1
"53522","310-3928","guarantee",1
"53523","310-3928","huge",1
"53524","310-3928","immediately",1
"53525","310-3928","inaccurate",1
"53526","310-3928","insight",1
"53527","310-3928","percent",1
"53528","310-3928","rape",1
"53529","310-3928","rapes",1
"53530","310-3928","report",1
"53531","310-3928","reported",1
"53532","310-3928","statistics",1
"53533","310-3928","time",1
"53534","310-3928","woman",1
"53535","310-3928","wrap",1
"53536","310-3931","anchor",1
"53537","310-3931","dmitry",1
"53538","310-3931","laments",1
"53539","310-3931","prudery",1
"53540","310-3931","recalls",1
"53541","310-3931","russia's",1
"53542","310-3931","sixties",1
"53543","310-3931","swinging",1
"53544","310-3931","top",1
"53545","310-3932","anchor",1
"53546","310-3932","dmitry",1
"53547","310-3932","laments",1
"53548","310-3932","prudery",1
"53549","310-3932","recalls",1
"53550","310-3932","russia's",1
"53551","310-3932","sixties",1
"53552","310-3932","swinging",1
"53553","310-3932","top",1
"53554","310-3935","quiet",1
"53555","310-3935","reese",1
"53556","310-3935","shared",1
"53557","310-3935","story",1
"53558","310-3935","witherspoon",1
"53559","310-3936","vcr2017",1
"53560","310-3941","sistar",1
"53561","310-3943","actor",1
"53562","310-3943","allegations",1
"53563","310-3943","dead",1
"53564","310-3943","found",1
"53565","310-3943","jo",1
"53566","310-3943","ki",1
"53567","310-3943","korean",1
"53568","310-3943","min",1
"53569","310-3943","south",1
"53570","310-3944","actor",1
"53571","310-3944","allegations",1
"53572","310-3944","dead",1
"53573","310-3944","found",1
"53574","310-3944","jo",1
"53575","310-3944","ki",1
"53576","310-3944","korean",1
"53577","310-3944","min",1
"53578","310-3944","south",1
"53579","310-3949","campaign",1
"53580","310-3949","entertainment",1
"53581","310-3949","erupted",1
"53582","310-3949","ice",1
"53583","310-3949","industry",1
"53584","310-3949","korea's",1
"53585","310-3949","mountain",1
"53586","310-3949","recently",1
"53587","310-3949","shocking",1
"53588","310-3952","amistad",1
"53589","310-3952","aqu",1
"53590","310-3952","con",1
"53591","310-3952","conversar",1
"53592","310-3952","donde",1
"53593","310-3952","engarzan",1
"53594","310-3952","fui",1
"53595","310-3952","invitada",1
"53596","310-3952","nayarit",1
"53597","310-3952","nos",1
"53598","310-3952","sobre",1
"53599","310-3952","temas",1
"53600","310-3953","sistar",1
"53601","310-3955","sistar",1
"53602","310-3956","meto",1
"53603","310-3958","campaign",1
"53604","310-3958","entertainment",1
"53605","310-3958","erupted",1
"53606","310-3958","ice",1
"53607","310-3958","industry",1
"53608","310-3958","korea's",1
"53609","310-3958","mountain",1
"53610","310-3958","recently",1
"53611","310-3958","shocking",1
"53612","310-396","vcr2017",1
"53613","310-3961","withyou",1
"53614","310-3963","vcr2017",1
"53615","310-3968","sistar",1
"53616","310-3970","sistar",1
"53617","310-3975","girls",1
"53618","310-3976","justintrudeau",1
"53619","310-3977","justintrudeau",1
"53620","310-3984","wetoo",1
"53621","310-3985","girls",1
"53622","310-3986","ewha",1
"53623","310-3986","itnw",1
"53624","310-3986","lgbt",1
"53625","310-3986","snsd",1
"53626","310-3986","uni",1
"53627","310-3986","women",1
"53628","310-3987","activism",1
"53629","310-3987","blackgirlsrock",1
"53630","310-3987","book",1
"53631","310-3987","bookstore",1
"53632","310-3987","create",1
"53633","310-3987","entertainment",1
"53634","310-3987","fused",1
"53635","310-3987","norm",1
"53636","310-3987","northphilly",1
"53637","310-3987","talking",1
"53638","310-3987","timesup",1
"53639","310-3987","trailblazer",1
"53640","310-3987","womenshistorymonth",1
"53641","310-3987","womensupportingwomen",1
"53642","310-3988","activism",1
"53643","310-3988","blackgirlsrock",1
"53644","310-3988","book",1
"53645","310-3988","bookstore",1
"53646","310-3988","create",1
"53647","310-3988","entertainment",1
"53648","310-3988","fused",1
"53649","310-3988","norm",1
"53650","310-3988","northphilly",1
"53651","310-3988","talking",1
"53652","310-3988","timesup",1
"53653","310-3988","trailblazer",1
"53654","310-3988","womenshistorymonth",1
"53655","310-3988","womensupportingwomen",1
"53656","310-3989","activism",1
"53657","310-3989","blackgirlsrock",1
"53658","310-3989","book",1
"53659","310-3989","bookstore",1
"53660","310-3989","create",1
"53661","310-3989","entertainment",1
"53662","310-3989","fused",1
"53663","310-3989","norm",1
"53664","310-3989","northphilly",1
"53665","310-3989","talking",1
"53666","310-3989","timesup",1
"53667","310-3989","trailblazer",1
"53668","310-3989","womenshistorymonth",1
"53669","310-3989","womensupportingwomen",1
"53670","310-3990","girls",1
"53671","310-3993","25amendment",1
"53672","310-3993","2dangerous2keep",1
"53673","310-3993","45or",1
"53674","310-3993","briefingslearn",1
"53675","310-3993","continues2",1
"53676","310-3993","daily",1
"53677","310-3993","diplomacy",1
"53678","310-3993","educate",1
"53679","310-3993","foreignaffairs",1
"53680","310-3993","ge",1
"53681","310-3993","ignoramus",1
"53682","310-3993","office",1
"53683","310-3993","realnews",1
"53684","310-3993","refuse2read",1
"53685","310-3993","scientificfact",1
"53686","310-3993","scientificmethod",1
"53687","310-3993","veterans",1
"53688","310-3994","25amendment",1
"53689","310-3994","2dangerous2keep",1
"53690","310-3994","45or",1
"53691","310-3994","briefingslearn",1
"53692","310-3994","continues2",1
"53693","310-3994","daily",1
"53694","310-3994","diplomacy",1
"53695","310-3994","educate",1
"53696","310-3994","foreignaffairs",1
"53697","310-3994","ge",1
"53698","310-3994","ignoramus",1
"53699","310-3994","office",1
"53700","310-3994","realnews",1
"53701","310-3994","refuse2read",1
"53702","310-3994","scientificfact",1
"53703","310-3994","scientificmethod",1
"53704","310-3994","veterans",1
"53705","310-3995","25amendment",1
"53706","310-3995","2dangerous2keep",1
"53707","310-3995","45or",1
"53708","310-3995","briefingslearn",1
"53709","310-3995","continues2",1
"53710","310-3995","daily",1
"53711","310-3995","diplomacy",1
"53712","310-3995","educate",1
"53713","310-3995","foreignaffairs",1
"53714","310-3995","ge",1
"53715","310-3995","ignoramus",1
"53716","310-3995","office",1
"53717","310-3995","realnews",1
"53718","310-3995","refuse2read",1
"53719","310-3995","scientificfact",1
"53720","310-3995","scientificmethod",1
"53721","310-3995","veterans",1
"53722","310-3996","27_",1
"53723","310-3998","sistar",1
"53724","310-4003","withyou",1
"53725","310-4004","http",1
"53726","310-4004","withyou",1
"53727","310-4005","withyou",1
"53728","310-4006","withyou",1
"53729","310-4007","withyou",1
"53730","310-4008","withyou",1
"53731","310-4010","admits",1
"53732","310-4010","assault",1
"53733","310-4010","clinton",1
"53734","310-4010","denies",1
"53735","310-4010","forward",1
"53736","310-4010","pays",1
"53737","310-4010","tape",1
"53738","310-4010","wh",1
"53739","310-4011","admits",1
"53740","310-4011","assault",1
"53741","310-4011","clinton",1
"53742","310-4011","denies",1
"53743","310-4011","forward",1
"53744","310-4011","pays",1
"53745","310-4011","tape",1
"53746","310-4011","wh",1
"53747","310-4013","clinton",1
"53748","310-4013","harassment",1
"53749","310-4014","anthem",1
"53750","310-4014","generation's",1
"53751","310-4014","girls",1
"53752","310-4014","girls_can_do_anything",1
"53753","310-4014","korea's",1
"53754","310-4014","movement",1
"53755","310-4014","world",1
"53756","310-4015","anthem",1
"53757","310-4015","generation's",1
"53758","310-4015","girls",1
"53759","310-4015","girls_can_do_anything",1
"53760","310-4015","korea's",1
"53761","310-4015","movement",1
"53762","310-4015","world",1
"53763","310-4019","w_",1
"53764","310-4023","admits",1
"53765","310-4023","assault",1
"53766","310-4023","clinton",1
"53767","310-4023","denies",1
"53768","310-4023","forward",1
"53769","310-4023","pays",1
"53770","310-4023","tape",1
"53771","310-4023","wh",1
"53772","310-4024","admits",1
"53773","310-4024","assault",1
"53774","310-4024","clinton",1
"53775","310-4024","denies",1
"53776","310-4024","forward",1
"53777","310-4024","pays",1
"53778","310-4024","tape",1
"53779","310-4024","wh",1
"53780","310-4025","_penguin's",1
"53781","310-4025","baby",1
"53782","310-4025","breeder_",1
"53783","310-4025","favorite",1
"53784","310-4025","home",1
"53785","310-4025","title",1
"53786","310-4027","clinton",1
"53787","310-4027","harassment",1
"53788","310-4028","girls",1
"53789","310-403","amistad",1
"53790","310-403","aqu",1
"53791","310-403","con",1
"53792","310-403","conversar",1
"53793","310-403","donde",1
"53794","310-403","engarzan",1
"53795","310-403","fui",1
