tweet,date,text
1203,2/26/18 16:08,#MeToo llega al Servel: Director Nacional es denunciado por acoso sexual y laboral https://t.co/2VbWZy84jK https://t.co/Zh5ywcdpVV
1204,2/26/18 20:53,RT @latercera: #MeToo llega al Servel: Director Nacional es denunciado por acoso sexual y laboral https://t.co/2VbWZy84jK https://t.co/Zh5y…
1205,2/26/18 20:38,"RT @EmilyKimmich: Yes, #metoo https://t.co/G1zlBczaVd via @HerCampus. I have been staring at the ""post"" button for 45 minutes now trying to…"
1206,2/26/18 20:38,"RT @EmilyKimmich: Yes, #metoo https://t.co/G1zlBczaVd via @HerCampus. I have been staring at the ""post"" button for 45 minutes now trying to…"
1207,2/26/18 20:53,"RT @HerCampusSFASU: “Yes, #metoo. This is my story...” Your #mustread Monday brought to you by Emily Kimmich. #HCXO #badaxewomen #silence…"
1208,2/26/18 20:54,RT @esrevolver: #MeToo Arte contemporáneo - Técnica: vudú en pene de chocolate amargo. https://t.co/DEGJloV6qg
1209,2/26/18 19:54,Colleague: Megyn Kelly’s push for #MeToo movement ‘all an act’ https://t.co/6kE7bx9JsF
1210,2/26/18 20:54,RT @Laureen4Trump: Colleague: Megyn Kelly’s push for #MeToo movement ‘all an act’ https://t.co/6kE7bx9JsF
1211,2/26/18 20:54,RT @jdforward: Vashti Was The First #MeToo Survivor - https://t.co/dVjer0wT9I
1212,2/26/18 20:54,.@drbradleynelson shares 3 keys to helping #victims of #sexualharassment &amp; #sexualassault. #30Seconds #sexualabuse #metoo https://t.co/NnLTCemUnw
1213,2/21/18 23:43,"Before #MeToo, there was “I believe Anita.” In 1991, Anita Hill brought sexual harassment to the fore with her testimony during Clarence Thomas’ #SupremeCourt confirmation. As head of the Hollywood commission on sexual harassment she makes it clear: #TIMESUP. #BlackHistoryMonth https://t.co/KE9bQBHqI4"
1214,2/26/18 20:54,"RT @msfoundation: Before #MeToo, there was “I believe Anita.” In 1991, Anita Hill brought sexual harassment to the fore with her testimony…"
1215,2/26/18 20:54,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/DSwOzxCB4Z https://t.co/hP5l6VVdrG
1216,2/26/18 20:54,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/TUSCEH5rZK
1217,2/26/18 20:54,"RT @AFP: Monica Lewinsky said she has drawn strength from the #MeToo movement and revealed she received a supportive message saying, ""I'm s…"
1218,2/26/18 20:55,Look who just joined the #Metoo campaign. Will the left embrace her or will they go on the attack? https://t.co/LIbOXn7BC8
1219,2/26/18 20:55,RT @elmaestrodoggy: Les hablan victimas. #MeTooMex #metoomovement #metoo https://t.co/dIqq7ATcFY
1220,2/26/18 20:55,Are Feminist Dystopias the #MeToo Movement of Literature? - The Millions https://t.co/I3hjg8CLP6 I love #Feminist Dystopias :-) #amreading #books #amreadingscifi
1221,2/26/18 20:55,RT @SZ: Auch in Japan und Südkorea ist die #MeToo-Debatte angekommen. Warum es in beiden Ländern so schlecht um die Gleichberechtigung steh…
1222,2/26/18 20:55,"@davidalangrier Do you even #Metoo, brah?"
1223,2/26/18 20:04,Native #Metoo https://t.co/oNhT7R6tQy
1224,2/26/18 20:55,RT @jfkeeler: Native #Metoo https://t.co/oNhT7R6tQy
1225,2/26/18 20:55,RT @elmaestrodoggy: Les hablan victimas. #MeTooMex #metoomovement #metoo https://t.co/dIqq7ATcFY
1226,2/26/18 20:55,"I liked a @YouTube video https://t.co/1MMGW4aBaX Tucker Carlson: ""The #MeToo Movement Is Complete Fabrication"""
1227,2/26/18 20:55,"I like to joke that my tombstone will read, MUTATIS MUTANDIS—“With Changes Being Made.”A brave article, with lots to say on the nature of adult development as well as #metoo https://t.co/VewtGijEQW"
1228,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1229,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1230,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1231,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1232,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1233,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1234,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1235,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1236,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1237,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1238,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1239,2/26/18 20:55,@yummy_amanda @MollyGolightley @teenie36214 @blondadb @MelissaSchuman @TMZ @Life_and_Style @DrPhil @DrOz @Lauren_Kitt @BrandonHenschel @aj_mclean They? How many from the #Metoo saw right through Melissa Shit-stain Schuman?
1240,2/26/18 20:54,@FiveRights Heather Locklear will be the subject of a Lifetime for Women movie where all of the sudden it would be her boyfriends fault #MeToo
1241,2/26/18 20:55,"RT @MauNieto: Estoy de acuerdo en que el movimiento #MeToo no debe convertirse en una cacería de brujas, ni una batalla de credibilidad ent…"
1242,2/26/18 20:55,RT @jeweljk: #MeToo and a future of what I hope is a movement of #NotMe. Let’s start a dialogue for change https://t.co/c3IOds5fQM
1243,2/26/18 20:55,"RT @innercitypress: Review: At Geneva #HRC37, UNSG @AntonioGuterres Brags of His Work in #Myanmar, Ignores #Cameroon &amp; India #MeToo as with…"
1244,2/26/18 20:55,"RT @innercitypress: Review: At Geneva #HRC37, UNSG @AntonioGuterres Brags of His Work in #Myanmar, Ignores #Cameroon &amp; India #MeToo as with…"
1245,2/26/18 20:55,"Wednesday (2/28) - AWAKENING OUR DEMOCRACY: Beyond #MeToo features a panel discussion including model/activist @saraziff. Learn more and register: https://t.co/wOYesaEMLDPlus, watch the @MAKERSwomen profile on Sara's life &amp; work here: https://t.co/SzgR7y9vsr#AODBeyondMeToo https://t.co/6OAFy3VmwS"
1246,2/26/18 20:55,"Wednesday (2/28) - AWAKENING OUR DEMOCRACY: Beyond #MeToo features a panel discussion including model/activist @saraziff. Learn more and register: https://t.co/wOYesaEMLDPlus, watch the @MAKERSwomen profile on Sara's life &amp; work here: https://t.co/SzgR7y9vsr#AODBeyondMeToo https://t.co/6OAFy3VmwS"
1247,2/26/18 20:55,Join in a #MeToo panel discussion or the Women in Science Festival. Just two of the many events at the Davis Library this March. Details here: https://t.co/hlAirfCtWD
1248,2/26/18 20:55,"RT @dailymoonjaein: 180226 __ ___ ___ ______. __ ___ ___ _____ ___ ___ ___, __ ___ __ _____. #______ #MeToo https://t.co/pYsZBrs9LB"
1249,2/26/18 20:55,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1250,2/26/18 20:55,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1251,2/26/18 20:55,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1252,2/26/18 20:55,When Heather Locklear is trending because of Domestic Abuse charges and TMZ throws @50cent and Kanye on the front of their article. #TMZ #MeToo https://t.co/fWqDnlE9Xn
1253,2/26/18 20:55,RT @TylerPreston20: The #GoldenGlobes was Garbage and the #MeToo supporters are hypocrites. https://t.co/utlSam0XSM
1254,2/26/18 20:55,"RT @valerieCG: Depuis quelques temps, la presse française dit être en train de réaliser qu'il s'est passé quelque chose avec #metoo , qu'el…"
1255,2/26/18 20:55,@DonEoin @RealJamesWoods @FBI Blow #MeTOo!
1256,2/26/18 20:55,@DonEoin @RealJamesWoods @FBI Blow #MeTOo!
1257,2/26/18 20:55,@DonEoin @RealJamesWoods @FBI Blow #MeTOo!
1258,2/26/18 20:55,#MeToo https://t.co/wjjTWnlGzV
1259,2/26/18 20:55,RT @a219224: #MeToo https://t.co/wjjTWnlGzV
1260,12/21/17 06:41,__ #MeToo ___________________________MeToo____________________________16____________________________16______________________________________
1261,2/26/18 20:55,RT @tkatsumi06j: __ #MeToo ___________________________MeToo____________________________16____________________________16____________________…
1262,2/26/18 20:56,"@IvankaTrump Don't even appear to stand with woman after your comments to Peter Alexander's question. #MeToo"
1263,2/26/18 20:56,"Excellent article from @MonicaLewinsky : Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/5nYTSDLeA4If you have not heard her TED talk yet it is also a must listen."
1264,2/26/18 20:56,"RT @TheGoldWaterUS: #PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy#PedoGate#PedoGateNews#MeToo#TimesUp#Weinstein#LAPD#…"
1265,2/26/18 20:54,This Friday: join us @TheWECC for a discussion on reporting in the era of #MeToo https://t.co/hmLn6djMex
1266,2/26/18 20:56,RT @KatieNicholson: This Friday: join us @TheWECC for a discussion on reporting in the era of #MeToo https://t.co/hmLn6djMex
1267,2/26/18 20:56,RT @KatieNicholson: This Friday: join us @TheWECC for a discussion on reporting in the era of #MeToo https://t.co/hmLn6djMex
1268,2/26/18 20:56,RT @SPIN: Alice Glass discusses her part in the #MeToo movement in an interview with Zola Jesus https://t.co/XeD01emS57 https://t.co/MjIWOQ…
1269,2/26/18 20:56,"Monica Lewinsky sobre o #MeToo: ""agora entendem que fui vítima de abuso de poder"" @Pretinho_Basico  https://t.co/qt7nXQ6q7K"
1270,2/26/18 20:56,RT @farnazfassihi: #Iran #women rights activists create posters for around #Tehran to educate against men harassing #women. #MeToo https://…
1271,2/26/18 20:56,@HarjoThijs En die enge #MeToo knipoog!!! ______
1272,2/26/18 20:56,"RT @valerieCG: Depuis quelques temps, la presse française dit être en train de réaliser qu'il s'est passé quelque chose avec #metoo , qu'el…"
1273,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1274,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1275,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1276,2/26/18 20:05,"""#Metoo verandert niet veel op Nederlandse werkvloer"" Lees hier over ons onderzoek in het @ADnl&gt; https://t.co/75Q40COASL https://t.co/2tyDn3TmSr"
1277,2/26/18 20:56,"RT @lvv_online: ""#Metoo verandert niet veel op Nederlandse werkvloer"" Lees hier over ons onderzoek in het @ADnl&gt; https://t.co/75Q40COASL ht…"
1278,2/26/18 20:56,"RT @lvv_online: ""#Metoo verandert niet veel op Nederlandse werkvloer"" Lees hier over ons onderzoek in het @ADnl&gt; https://t.co/75Q40COASL ht…"
1279,2/26/18 20:56,"RT @Two_Wing: #METOO _____ ___ ____…____ 2002_ 17_, _3 ____ 25___ 3_ ____ ___…__ __ ____ _____ ___ ___ ____…___ __ ____ __ ____ _____ __…"
1280,2/26/18 20:56,"RT @ReettaRaty: Monica Lewinsky kirjoittaa Vanity Fairissa, mitä #metoo on merkinnyt hänelle. Longform. ""‘I’m so sorry you were so alone.”…"
1281,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1282,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1283,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1284,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1285,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1286,2/26/18 20:56,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1287,2/26/18 20:56,@Bad_Mayo @irritatedwoman #MeToo
1288,2/26/18 20:56,@Bad_Mayo @irritatedwoman #MeToo
1289,2/26/18 20:53,"Affaire #Weinstein: sa compagnie, devenue invendable, devrait se déclarer en faillite - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/1D9qgsivBF"
1290,2/26/18 20:56,@IvankaTrump se fache après une question sur les allégations de harcèlements et d'agressions sexuelles contre son père - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/d9IKIXXXlP
1291,2/26/18 20:53,"Affaire #Weinstein: sa compagnie, devenue invendable, devrait se déclarer en faillite - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/1D9qgsivBF"
1292,2/26/18 20:56,@IvankaTrump se fache après une question sur les allégations de harcèlements et d'agressions sexuelles contre son père - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/d9IKIXXXlP
1293,2/26/18 20:53,"Affaire #Weinstein: sa compagnie, devenue invendable, devrait se déclarer en faillite - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/1D9qgsivBF"
1294,2/26/18 20:56,@IvankaTrump se fache après une question sur les allégations de harcèlements et d'agressions sexuelles contre son père - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/d9IKIXXXlP
1295,2/26/18 20:56,@IvankaTrump se fache après une question sur les allégations de harcèlements et d'agressions sexuelles contre son père - Correspondance David @Benaym dans le journal de @DAttelan et @jcbanoun1 sur @24NEWS #i24NEWS #Metoo #BalanceTonPorc https://t.co/d9IKIXXXlP
1296,2/26/18 11:30,Vashti Was The First #MeToo Survivor - https://t.co/dVjer0wT9I
1297,2/26/18 20:56,RT @jdforward: Vashti Was The First #MeToo Survivor - https://t.co/dVjer0wT9I
1298,2/26/18 20:56,"RT @TheView: LEWINSKY PENS #METOO ESSAY: Monica Lewinsky wrote that in the age of #MeToo, she no longer feels ""alone"" — and called her affa…"
1299,2/26/18 18:16,tvN __ __ ___. ____ ___ ____ _____ __ ____ #metoo __ __ ___ __ ___.
1300,2/26/18 20:57,RT @oxynoiakapa: tvN __ __ ___. ____ ___ ____ _____ __ ____ #metoo __ __ ___ __ ___.
1301,2/26/18 20:57,"If you're in #Boston next week - make sure you join my @GlobalSitRoom colleague @JohannaMaska, @LinaEsco, &amp; @KatiePack for a discussion @HarvardIOP on how #MeToo could finally lead to passing the Equal Rights Amendment. #genderequity #WomenLeaders https://t.co/jKwOfvlfQ4"
1302,2/26/18 20:57,"If you're in #Boston next week - make sure you join my @GlobalSitRoom colleague @JohannaMaska, @LinaEsco, &amp; @KatiePack for a discussion @HarvardIOP on how #MeToo could finally lead to passing the Equal Rights Amendment. #genderequity #WomenLeaders https://t.co/jKwOfvlfQ4"
1303,2/26/18 20:57,"If you're in #Boston next week - make sure you join my @GlobalSitRoom colleague @JohannaMaska, @LinaEsco, &amp; @KatiePack for a discussion @HarvardIOP on how #MeToo could finally lead to passing the Equal Rights Amendment. #genderequity #WomenLeaders https://t.co/jKwOfvlfQ4"
1304,2/26/18 20:57,"If you're in #Boston next week - make sure you join my @GlobalSitRoom colleague @JohannaMaska, @LinaEsco, &amp; @KatiePack for a discussion @HarvardIOP on how #MeToo could finally lead to passing the Equal Rights Amendment. #genderequity #WomenLeaders https://t.co/jKwOfvlfQ4"
1305,2/26/18 20:57,"If you're in #Boston next week - make sure you join my @GlobalSitRoom colleague @JohannaMaska, @LinaEsco, &amp; @KatiePack for a discussion @HarvardIOP on how #MeToo could finally lead to passing the Equal Rights Amendment. #genderequity #WomenLeaders https://t.co/jKwOfvlfQ4"
1306,2/26/18 20:57,"Offensive Jokes in the #MeToo Era / Airlines, Consumers Lose $5M to Travel Fraud https://t.co/KBHLNqLhnk"
1307,2/26/18 20:57,RT @SPIN: Alice Glass discusses her part in the #MeToo movement in an interview with Zola Jesus https://t.co/XeD01emS57 https://t.co/MjIWOQ…
1308,2/26/18 20:57,#Erdogan the pedophile #MeToo version of Hitler https://t.co/dOwwsv3Aas
1309,2/26/18 20:56,RT @KaceyKells: KELLCEY by Kacey Kells – #SexualAssault #MeToo #Feminism #PTSD #Love #Canada #BritishColumbia #UK #London #Rape #Suicide #R…
1310,2/26/18 20:57,RT @KaceyKells: #Book KELLCEY by Kacey Kells - #SexualAssault #MeToo #Feminism #PTSD #Love #Canada #BritishColumbia #UK #London #Rape #Suic…
1311,2/26/18 20:57,RT @samnbk: Escribí sobre #MeToo en México y algunas de las cuantas “inquietudes” que siempre se tienen al respecto. https://t.co/m5g3rrmr1E
1312,2/26/18 20:57,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1313,2/26/18 20:57,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1314,2/26/18 20:57,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1315,2/26/18 20:57,RT @TomSteyer: The #metoo movement has pushed the country forward to reject sexual harassment and intimidation. We cannot go backwards or a…
1316,2/26/18 20:57,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/iMIUAFNBCH
1317,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1318,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1319,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1320,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1321,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1322,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1323,2/26/18 20:58,"@andrea_kisiner @debilu2 @sexygirl798 @ILperspective @mkraju @SRTComp2 @jeremyherb You do realize that #metoo is about ppl finding themselves under pressure and the control of their aggressor. Don't you. So in that light , I detract my earlier statement and I WILL  say she was a victim of Bill."
1324,2/26/18 20:58,The latest Saeed Al-Khabaz Daily! https://t.co/eXoJQGOMoi #metoo
1325,2/26/18 20:58,"@asianjunkiecom I'm not surprised by how many #metoo stories are coming out, just surprised as always that people are finally believing victims. Both Korea and the US."
1326,2/26/18 17:44,Did Bathsheba have a #MeToo story? Vindicating Biblical Vixens in a New Book https://t.co/62veLGL9ui via @5minutesformom FYI @scarletsarah
1327,2/26/18 20:58,Did Bathsheba have a #MeToo story? Insightful review of @sandraglahn 's new book https://t.co/7FkI5kjXlU via @5minutesformom
1328,2/26/18 20:58,Did Bathsheba have a #MeToo story? Insightful review of @sandraglahn 's new book https://t.co/7FkI5kjXlU via @5minutesformom
1329,2/25/18 22:15,Minnie Driver on #MeToo: I got off lightly with Weinstein because he said I was “not fuckable” https://t.co/2ipLVMYice https://t.co/Xc3H0HooEh
1330,2/26/18 20:58,RT @thepooluk: Minnie Driver on #MeToo: I got off lightly with Weinstein because he said I was “not fuckable” https://t.co/2ipLVMYice https…
1331,2/26/18 20:58,"Listening to @KeshaRose thinking, This woman is quite literally a Phoenix Realising that so am I I never conceived of such power and joy after such a soul crushing experience but I’m here #MeToo"
1332,2/26/18 20:58,‘I’m not alone anymore.’ Why Monica Lewinsky supports the #MeToo movement https://t.co/62lCgZiL6F
1333,2/26/18 11:23,Been Harassed? Vote Yes. How Unions Are Leveraging #MeToo To Organize Female Workers - Employment and HR - United States https://t.co/PdHY0TtNOM #emplaw #hr #employees
1334,2/26/18 20:58,RT @EmployeeAtty: Been Harassed? Vote Yes. How Unions Are Leveraging #MeToo To Organize Female Workers - Employment and HR - United States…
1335,2/26/18 20:58,#MeToo Domestic violence isn't only reserved for women to complain about.  This shit happens FAR more than women realize but men just deal with it. https://t.co/QXZkOK2f7w
1336,2/26/18 20:58,"RT @circuswoman: ________ #metoo __ _____ ____ __,__________ __ ___ ______ __ ______ _____.______ ______ __ ____ ____ __ __ _ ____ _______…"
1337,2/26/18 20:58,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1338,2/26/18 20:58,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1339,2/26/18 20:58,RT @MonicaLewinsky: Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVE https://t.co/u9Ta13RWqB
1340,2/26/18 20:58,"Mr President you clearly missed an opportunity to ‘Strengthen government’s gender machinery’ #CabinetReshuffle Read more - https://t.co/bDeuuAOlva#metoo #timesup"
1341,2/26/18 17:40,"Jennifer Lawrence, Catt Sadler, &amp; Stephanie Soechtig Team Up for #MeToo Doc Series https://t.co/tAOKtbxMEY https://t.co/pVw9jTGBMh"
1342,2/25/18 20:20,"ICYMI: Natalie Portman’s response to #MeToo  ending men’s careers: “Let’s not talk about what man’s career is over. Let’s talk about the vast art trove we’ve lost by not giving women, POC, people w/ disabilities, &amp; the LGBTQ+ community opportunities.” https://t.co/XBCvXmsuZ1"
1343,2/26/18 20:58,RT @WomenaHollywood: ICYMI: Natalie Portman’s response to #MeToo  ending men’s careers: “Let’s not talk about what man’s career is over. Le…
1344,2/21/18 00:00,#TimesUp #LoveMakesAWoman not Abuse or #bullying #Metoo My Video says it all.. https://t.co/BmkuFyRsyT
1345,2/26/18 20:58,RT @arikakane: #TimesUp #LoveMakesAWoman not Abuse or #bullying #Metoo My Video says it all.. https://t.co/BmkuFyRsyT
1346,2/26/18 20:58,#MMIW! #NoDAPL #metoo https://t.co/D9vMnGaJKl
1347,2/26/18 20:59,"RT @TheView: LEWINSKY PENS #METOO ESSAY: Monica Lewinsky wrote that in the age of #MeToo, she no longer feels ""alone"" — and called her affa…"
1348,2/26/18 20:59,Brendan Fraser Explains His ‘Disappearance’ With His Own #MeToo Story https://t.co/uJg1ms7BQF
1349,2/26/18 20:59,Monica Lewinsky: Emerging from “the House of Gaslight” in the Age of #MeToo https://t.co/3TPmSlvewA
1350,2/26/18 20:59,RT @jeweljk: #MeToo and a future of what I hope is a movement of #NotMe. Let’s start a dialogue for change https://t.co/c3IOds5fQM
1351,2/26/18 20:59,RT @TomSteyer: The #metoo movement has pushed the country forward to reject sexual harassment and intimidation. We cannot go backwards or a…
1352,2/26/18 20:59,"MC Judiciaires :; « Je vais te couper la queue et les oreilles .,, je vais te tuer .,, » :; « je vais te brûler ton Audi » ; Coups de Couteau Enfermé chez elle :; MME Véronique GUEUDET MORIN (rue François Jacob 92 Rueil ) #MeToo #BalanceTaTruie __#BanlanceTonAgresseuse _____ https://t.co/UIMzUct15x"
1353,2/26/18 20:59,RT @samnbk: Escribí sobre #MeToo en México y algunas de las cuantas “inquietudes” que siempre se tienen al respecto. https://t.co/m5g3rrmr1E
1354,2/26/18 20:59,RT @jeweljk: #MeToo and a future of what I hope is a movement of #NotMe. Let’s start a dialogue for change https://t.co/c3IOds5fQM
1355,2/26/18 20:59,"This Wednesday at 7pm, we'll be discussing the #MeToo Movement and similar topics in depth. Join us in Morill Tower's Browsing Room and share your thoughts on how you think this other &amp; movements will evolve in the future - https://t.co/Csv1kfHht7"
1356,2/26/18 20:59,"RT @AFP: Monica Lewinsky said she has drawn strength from the #MeToo movement and revealed she received a supportive message saying, ""I'm s…"
1357,2/26/18 21:00,.@HollywoodTuna1 Likes Josephine Skriver; @IDLYITW: Jennifer Lawrence Never Went To High School; @Celebitchy Examines Emily Rata's Hubby; @MailOnline: Monica Lewinsky Joins #MeToo https://t.co/3oZb6QPsGM https://t.co/0H9YfWQ4K0
1358,2/26/18 21:00,.@HollywoodTuna1 Likes Josephine Skriver; @IDLYITW: Jennifer Lawrence Never Went To High School; @Celebitchy Examines Emily Rata's Hubby; @MailOnline: Monica Lewinsky Joins #MeToo https://t.co/3oZb6QPsGM https://t.co/0H9YfWQ4K0
