id,tokens,tweet
110,"[""Where's"", 'information', 'officers', 'threatening', '#AltonSterling', 'per', 'DOJ', 'investigation', 'Jeff', 'Landry']","Where's was the information on the officers threatening #AltonSterling per the DOJ investigation, Jeff Landry?"
111,"['BREAKING', 'Baton', 'Rouge', 'officers', 'shot', '#AltonSterling', 'wont', 'charged', '2016', 'killing']",BREAKING: Baton Rouge officers who shot #AltonSterling wont be charged in his 2016 killing 
112,"['And', 'course', 'called', 'well', 'founded', 'reasonable', 'The', 'run', 'cops', 'getting', 'away', 'murdering']",And of course he called what they did well founded reasonable too. The run of cops getting away with murdering 
113,"['#AltonSterling', 'Baton', 'Rouge', 'officers', 'shot', 'Alton', 'Sterling', 'wont', 'charged', '2016', 'killing']",#AltonSterling Baton Rouge officers who shot Alton Sterling wont be charged in his 2016 killing 
114,"['Reaction', '#BatonRouge', 'State', 'Rep', 'Ted', 'James', '#AltonSterling', 'announcement']",Reaction from #BatonRouge State Rep. Ted James on #AltonSterling announcement 
115,"['#AltonSterling', 'Murderers', 'NO', 'Charges']","#AltonSterling Murderers, NO Charges"
116,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
117,"['He', 'name', '#AltonSterling']",He has a name #AltonSterling 
118,"['#breaking', 'Louisiana', 'attorney', 'general', 'announces', 'NO', 'state', 'charges', 'officers', '#AltonSterling', 'shooting', 'death', ';']",#breaking: Louisiana attorney general announces NO state charges against officers in #AltonSterling shooting death; they
119,"['No', 'charges', 'filed', 'two', 'officers', '#AltonSterling', 'case', 'Louisiana', 'AG', 'Jeff', 'Landry', 'says', 'via']","No charges filed against two officers in #AltonSterling case, Louisiana AG Jeff Landry says via "
120,"['State', 'pursue', 'charges', 'officers', 'death', '#AltonSterling', 'according', 'family', 'AG', 'briefing', 'med']",State will not pursue charges against officers in death of #AltonSterling according to the family. AG briefing med
121,"['#breaking', 'Louisiana', 'attorney', 'general', 'announces', 'NO', 'state', 'charges', 'officers', '#AltonSterling', 'shooting', 'death', ';']",#breaking: Louisiana attorney general announces NO state charges against officers in #AltonSterling shooting death; they
122,"['La', 'AG', 'Jeff', 'Landry', 'state', 'prosecution', 'BR', 'Police', 'officers', 'shooting', 'death', '#AltonSterling']",La AG Jeff Landry: no state prosecution of BR Police officers in shooting death of #AltonSterling
123,"['Seriously', 'Louisiana', '#AltonSterling']","Seriously, Louisiana? #AltonSterling"
124,"['NEWS', ""Louisiana's"", 'Attorney', 'General', 'declines', 'file', 'charges', 'Alton', 'Sterling', 'death', 'says', 'police', 'actions', 'well']","NEWS: Louisiana's Attorney General declines to file charges in Alton Sterling death, says police actions were well "
125,"['BREAKING', 'No', 'charges', '#AltonSterling', 'death', 'hands', 'police', 'officers', 'whose', 'actions', 'described', 'p']",BREAKING: No charges in #AltonSterling death at the hands of police officers whose actions have been described by p 
126,"['#BREAKING', 'No', 'charges', 'death', '#AltonSterling']",#BREAKING No charges in the death of #AltonSterling 
127,"['#AltonSterling', 'murdered', 'video', 'tape', 'cops', 'unsurprisingly', 'walk', 'free', '#SayHisName']",#AltonSterling was murdered on video tape and the cops that did it will unsurprisingly walk free. #SayHisName 
128,"['No', 'criminal', 'charges', 'made', 'officers', 'killed', '#AltonSterling']",No criminal charges will be made against the officers who killed #AltonSterling
129,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
130,"['MURDERERS', 'OF', '#ALTONSTERLING', 'WILL', 'NOT', 'BE', 'CHARGED']",MURDERERS OF #ALTONSTERLING WILL NOT BE CHARGED! 
131,"['Why', 'surprised', 'Louisiana', 'AG', 'declines', 'file', 'charges', 'death', '#AltonSterling', 'bee']",Why should we be surprised that Louisiana AG declines to file charges for the death of #AltonSterling this have bee 
132,"['#BREAKING', 'No', 'Charges', 'filed', 'shooting', 'death', '#AltonSterling']",#BREAKING: No Charges will be filed in the shooting death of #AltonSterling 
133,"['Thats', 'sick', '#AltonSterling']",Thats sick!!! #AltonSterling
134,"['We', 'knew', 'outcome', 'would', 'sad', 'day', 'Louisiana', '#AltonSterling']","We knew what the outcome would be, sad day in Louisiana! #AltonSterling"
135,"['My', 'heart', 'grieves', 'family', '#AltonSterling', 'ppl', 'Baton', 'Rouge', 'got', 'justice', 'today']",My heart grieves for the family of #AltonSterling the ppl of Baton Rouge who got no justice today.
136,"['No', 'surprise', 'saw', 'video', 'He', 'resisted', 'reaching', 'gun', 'The', 'police', 'called', 'Alton', 'wa']",No surprise we all saw the video. He resisted while reaching for his gun. The police was called because of Alton wa 
137,"['Once', 'learned', 'water', 'wet', 'SMH', '#AltonSterling']",Once again we learned that water is wet. SMH. #AltonSterling
138,"['Another', 'day', 'another', 'state-sanctioned', 'murder', 'black', 'male', 'This', 'atrocity', '#AltonSterling']","Another day, another state-sanctioned murder of a black male. This is an atrocity. #AltonSterling"
139,"['A', 'system', 'cannot', 'fail', 'never', 'built', 'protect', '#justiceforaltonsterling', '#altonsterling']",A system cannot fail those it was never built to protect #justiceforaltonsterling #altonsterling
140,"['NOW', 'Louisiana', 'AG', 'announced', 'seek', 'charges', 'officers', 'involved', 'shooting', 'death', '#AltonSter']",NOW: Louisiana AG just announced they will not seek charges against the officers involved in the shooting death of #AltonSter
141,"['#BREAKING', 'Officers', 'charged', '#AltonSterling', 'case']",#BREAKING Officers will not be charged in the #AltonSterling case
142,"['Another', 'sanctioned', 'murder', 'black', 'man', '#Louisiana', 'AG', 'finds', 'fault', 'killer', 'cops', '#AltonSterling', 'justice']",Another sanctioned murder of a black man. #Louisiana AG finds no fault of killer cops. #AltonSterling has no justice
143,"['Shocker', 'No', 'charges', 'Murder', 'Alton', 'Sterling', 'So', 'fucked', '#AltonSterling', '#SayHisName', '#NeverAgain']",Shocker!!!! No charges in the Murder of Alton Sterling! So fucked up! #AltonSterling #SayHisName #NeverAgain 
144,"['No', 'charges', 'officers', '#AltonSterling', '#BatonRouge']",No charges against officers! #AltonSterling #BatonRouge
145,"['#AltonSterling', 'hard', 'include', 'name']",#AltonSterling it's not that hard to include his name
146,"['Whites', 'NRA', 'Americans', '2nd', 'amendment', 'right', 'guns', 'Alton', 'Sterling-committing', 'NO', 'crime', '/', 'legal', 'gun', 'owner']",Whites NRA: Americans have a 2nd amendment right to own guns!! (Alton Sterling-committing NO crime/ a legal gun owner
147,"['#AltonSterling', 'shot', 'two', 'cops', 'cops', 'dont', 'even', 'get', 'slapped', 'hand', 'SMDH', '#NoJusticeNoPeace', '#BlackLivesMatter', '#Louisiana']",#AltonSterling was shot by two cops and the cops dont even get a slapped hand. SMDH #NoJusticeNoPeace #BlackLivesMatter #Louisiana
148,"['#breaking', 'Louisiana', 'attorney', 'general', 'announces', 'NO', 'state', 'charges', 'officers', '#AltonSterling', 'shooting', 'death', ';']",#breaking: Louisiana attorney general announces NO state charges against officers in #AltonSterling shooting death; they
149,"['Sooo', 'officers', 'killed', '#AltonSterling', 'go', 'Free', 'Nope', 'surprised', 'anger', 'belly']",Sooooo the officers who killed #AltonSterling will go Free. Nope not surprised but the anger in my belly is about 
150,"['Will', 'report', 'contain', 'video', 'transcripts', 'audio', 'shooting', '#AltonSterling']","Will this report contain video, transcripts, audio of the shooting? #AltonSterling "
151,"['#breaking', 'Louisiana', 'attorney', 'general', 'announces', 'NO', 'state', 'charges', 'officers', '#AltonSterling', 'shooting', 'death', ';']",#breaking: Louisiana attorney general announces NO state charges against officers in #AltonSterling shooting death; they
152,"['Louisiana', 'AG', 'called', 'DOJ', 'experts', 'independent', '#AltonSterling']",Louisiana AG just called DOJ experts independent. - #AltonSterling
153,"['Attorney', 'General', 'Louisiana', 'states', 'police', 'officers', 'actions', 'well', 'founded', 'reasonable', 'No', 'charges']",Attorney General of Louisiana states the police officers actions were well founded and reasonable. No charges will 
154,"['You', 'heal', 'recognized', '#altonsterling', '#NoJusticeNoPeace', '#KNEEL']",You can not heal what is not recognized#altonsterling#NoJusticeNoPeace#KNEEL
155,"['Both', 'officers', 'acted', 'reasonable', 'justifiable', 'manner', 'shooting', 'death', '#AltonSterling']",Both officers acted in a reasonable and justifiable manner in the shooting death of #AltonSterling 
156,"['WHT', 'ABOUT', '#ALTONSTERLING', 'IN', 'THE', 'COPS', 'WHO', 'KILLED', 'HIM', 'NOT', 'FACING', 'TRAIL']",WHT ABOUT #ALTONSTERLING IN THE COPS WHO KILLED HIM NOT FACING TRAIL 
157,"['They', 'wrong', 'enough', 'fired', 'charged', 'So', 'get', 'job', 'elsewhere', 'thing', 'happen']","They were wrong enough to be fired but not charged? So, they get a job elsewhere where the same thing can happen. "
158,"['#BREAKING', 'declines', 'criminal', 'charge', 'either', 'officer', 'fatal', 'shooting', '#AltonSterling', 'calling']",#BREAKING: declines to criminal charge either officer in the fatal shooting of #AltonSterling calling it
159,"['BREAKING', 'NEWS', 'Louisiana', 'Attorney', 'General', 'declines', 'file', 'charges', ""#AltonSterling's"", 'death', 'Watch', 'police', 'shooting']",BREAKING NEWS: Louisiana Attorney General declines to file charges in #AltonSterling's death. Watch police shooting in
160,"['Again', 'another', 'disgusting', 'decision', 'justice', 'system', '#AltonSterling', '#BlackLivesMatter', '#FedUp', '#GrosslyOffensive']",Again another disgusting decision in our justice system #AltonSterling #BlackLivesMatter #FedUp #GrosslyOffensive
161,"['No', 'criminal', 'charges', 'brought', 'officers', 'murdered', '#AltonSterling', ""Don't"", 'surprised', 'The', 'system']",No criminal charges will be brought against the officers who murdered #AltonSterling. Don't be surprised. The system was
162,"['declines', 'file', 'charges', '#AltonSterling', 'death']",declines to file charges in #AltonSterling s death.
163,"['Of', 'course', '#AltonSterling', '#BlackLivesMatter']",Of course they won't. #AltonSterling #BlackLivesMatter 
164,"['cops', 'killed', '#AltonSterling', 'got', 'let', 'charges']",the cops who killed #AltonSterling just got let off with no charges.
165,"['Terrible', 'Police', 'know', '#AltonSterling']",Terrible!! Police know what they did!!! #AltonSterling
166,"['Surprised', 'Not', 'Surprised', 'white', 'officers', 'get', 'away', 'killing', 'another', 'Black', 'man', '#AltonSterling', '#Louisiana']",Surprised Not Surprised more white officers get away with killing another Black man #AltonSterling #Louisiana 
167,"['NOW', 'Louisiana', 'AG', 'announced', 'seek', 'charges', 'officers', 'involved', 'shooting', 'death', '#AltonSter']",NOW: Louisiana AG just announced they will not seek charges against the officers involved in the shooting death of #AltonSter
168,"['Almost', 'two', 'years', 'conclusion', '#altonsterling', '#blacklivesmatter']",Almost two years for this conclusion. #altonsterling #blacklivesmatter 
169,"['DISGUSTING', 'War', 'coming', '#AltonSterling', 'Arm', 'people', 'They', 'systematically']",DISGUSTING!!!! War is coming!!! #AltonSterling Arm yourselves people. They are systematically 
170,"['#BREAKING', 'Officers', 'charged', '#AltonSterling', 'case']",#BREAKING Officers will not be charged in the #AltonSterling case
171,"['Get', 'shocked', 'look', 'face', 'Justice', 'Please', ""there's"", 'thing', '#BlackLivesMatter', '#AltonSterling']","Get that shocked look off your face. Justice? Please, there's no such thing. #BlackLivesMatter #AltonSterling "
172,"['#AltonSterling', 'The', 'man', 'ground']",#AltonSterling The man was on the ground -
173,"['No', 'Charges', 'Officers', 'killing', 'Alton', ""SterlingI'm"", 'literally', 'crying', '#BlackLivesMatter', '#AltonSterling', '#Nocha']",No Charges for Officers in the killing of Alton SterlingI'm literally crying. #BlackLivesMatter #AltonSterling #Nocha
174,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
175,"[""It's"", 'gonna', 'go', 'Baton', 'Rouge', 'tonight', 'I', 'hope', 'add', 'another', '#name', 'RIP', '#AltonSterling']",It's gonna go off in Baton Rouge tonight. I can only hope we don't add another #name. RIP #AltonSterling
176,"['cops', 'killed', '#AltonSterling', 'got', 'let', 'charges']",the cops who killed #AltonSterling just got let off with no charges.
177,"['Ive', 'told', 'likely', 'officers', 'killed', '#AltonSterling', 'immediately', 'dismissed', 'charg']",Ive been told that it is likely that the officers who killed #AltonSterling will be immediately dismissed but will not he charg
178,"['#breaking', 'Louisiana', 'attorney', 'general', 'announces', 'NO', 'state', 'charges', 'officers', '#AltonSterling', 'shooting', 'death', ';']",#breaking: Louisiana attorney general announces NO state charges against officers in #AltonSterling shooting death; they
179,"['Of', 'course', '#AltonSterling']",Of course they won't  #AltonSterling 
180,"['Both', 'officers', 'acted', 'reasonable', 'justifiable', 'manner', 'shooting', 'death', '#AltonSterling']",Both officers acted in a reasonable and justifiable manner in the shooting death of #AltonSterling 
181,"['LA', 'Baton', 'Rouge', 'Attorney', 'General', 'Jeff', 'Landry', 'announces', 'charges', 'brought', 'office', 'officers']",LA: Baton Rouge - Attorney General Jeff Landry announces no charges will be brought by his office against officers 
182,"['I', 'call', 'BS', '#AltonSterling', 'PISSED', 'THE', 'F', 'CK', 'OFF']",I call BS!!! #AltonSterling  PISSED THE F*CK OFF!!!
183,"['#Breaking', '#Louisiana', 'AG', 'says', 'two', 'police', 'officers', 'involved', '#AltonSterling', 'death', 'face', 'state', 'charges']",#Breaking: #Louisiana AG says two police officers involved in #AltonSterling death won't face state charges. 
184,"['says', 'charges', '#altonsterling', 'case', 'The', 'unarmed', 'black', 'man', 'shot', 'killed', '2016', 'Louisiana']",.says no charges in #altonsterling case. The unarmed black man was shot and killed in 2016 in Louisiana.
185,"['La', 'AG', 'Jeff', 'Landry', 'state', 'prosecution', 'BR', 'Police', 'officers', 'shooting', 'death', '#AltonSterling']",La AG Jeff Landry: no state prosecution of BR Police officers in shooting death of #AltonSterling
186,"['Landry', 'emphasizes', 'offices', 'job', 'determine', 'whether', 'officers', 'followed', 'policies', '#AltonSterling']",Landry emphasizes his offices job was not to determine whether the officers followed policies #AltonSterling
187,"['BREAKING', 'NEWS', 'Louisiana', 'Attorney', 'General', 'declines', 'file', 'charges', ""#AltonSterling's"", 'death', 'Watch', 'police', 'shooting']",BREAKING NEWS: Louisiana Attorney General declines to file charges in #AltonSterling's death. Watch police shooting in
188,"[""They're"", 'tear', 'Baton', 'Rouge', '#AltonSterling']",They're about to tear Baton Rouge up. #AltonSterling
189,"['HAPPENING', 'NOW', 'Louisiana', 'AG', 'Jeff', 'Landry', 'announced', 'seek', 'charges', 'officers', 'involved']",HAPPENING NOW: Louisiana AG Jeff Landry just announced they will not seek charges against the officers involved in 
190,"['Of', 'course', 'charged', '#BlackLivesMatter', '#AltonSterling']",Of course they won't be charged #BlackLivesMatter #AltonSterling 
191,"['#AltonSterling', 'fucking', 'murdered', 'cam', 'The', 'whole', 'fucking', 'world', 'saw', 'But', ""can't"", 'find', 'fucking', 'reaso']",#AltonSterling was fucking murdered on cam. The whole fucking world saw that. But they can't find a fucking a reaso 
192,"['#BREAKING', 'announces', 'officers', 'involved', 'fatal', 'shooting', '#AltonSterling', 'NOT', 'face', 'state', 'criminal']",#BREAKING: announces officers involved in fatal shooting of #AltonSterling will NOT face any state criminal
193,"['Not', 'surprised', 'charges', 'death', '#AltonSterling']",Not surprised that there are no charges in the death of #AltonSterling .
194,"['I', 'feel', 'sick', 'listening', 'decision', 'charge', 'officers', '#AltonSterling', 'death', 'So', 'disgusting', 'language']",I feel so sick listening to the decision to not charge officers in #AltonSterling death. So disgusting the language 
