id,tokens,tweet
1084,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1085,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1086,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1087,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1088,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1089,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1090,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1091,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1092,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1093,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1094,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1095,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1096,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1097,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1098,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1099,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1100,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1101,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1102,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1103,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1104,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1105,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1106,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1107,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1108,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1109,"['#AltonSterling', '#NoelAguilar', '#TerenceCrutcher', '#PhilandoCastille', '#KeithLamontScott', 'NEVER', 'FORGET']",#AltonSterling #NoelAguilar #TerenceCrutcher #PhilandoCastille #KeithLamontScott NEVER FORGET
1110,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1111,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1112,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1113,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1114,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1115,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1116,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1117,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1118,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1119,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling 
1120,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1121,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1122,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1123,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1124,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1125,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1126,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1127,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1128,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1129,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1130,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1131,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1132,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1133,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1134,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1135,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1136,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1137,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1138,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1139,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1140,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1141,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1142,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1143,"['#AltonSterling', 'graphic', 'video', 'Police', 'dead', 'wrong']",#AltonSterling graphic video. Police dead wrong  
1144,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1145,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1146,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1147,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1148,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1149,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1150,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1151,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1152,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1153,"[""#StephonClark's"", 'killing', 'NOT', 'anomaly', 'His', 'killing', 'latest', 'execution', 'police', 'ALL', 'witnessed', 'ON', 'TAPE']",#StephonClark's killing is NOT an anomaly. His killing is just the latest execution by police we have ALL witnessed ON TAPE.
1154,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1155,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1156,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1157,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1158,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1159,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1160,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1161,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1162,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1163,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1164,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1165,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1166,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1167,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1168,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1169,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1170,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1171,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1172,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1173,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1174,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1175,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1176,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1177,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1178,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1179,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1180,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1181,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1182,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
1183,"['Remember', 'names', '#StephonClark', '#TerenceCrutcher', '#PhilandoCastile', '#SamDubose', '#KeithLamontScott', '#AltonSterling', '#SandraBla']",Remember their names. #StephonClark #TerenceCrutcher #PhilandoCastile #SamDubose #KeithLamontScott #AltonSterling #SandraBla
